0,23.9807
43.0664,24.6148
86.1328,24.9628
129.199,27.4429
172.266,39.0232
215.332,49.2365
258.398,43.1849
301.465,22.292
344.531,20.384
387.598,38.7124
430.664,48.9792
473.73,44.4244
516.797,21.6691
559.863,17.7398
602.93,18.9768
645.996,18.0084
689.062,25.0461
732.129,20.2808
775.195,26.6195
818.262,19.9893
861.328,28.7753
904.395,20.0114
947.461,31.1355
990.527,14.5695
1033.59,29.6794
1076.66,28.2795
1119.73,22.5422
1162.79,28.884
1205.86,30.6208
1248.93,27.0803
1291.99,21.1283
1335.06,26.3367
1378.12,22.4581
1421.19,21.9415
1464.26,23.4606
1507.32,13.1081
1550.39,43.2716
1593.46,49.2123
1636.52,40.9967
1679.59,27.2137
1722.66,27.7241
1765.72,15.6679
1808.79,21.049
1851.86,16.9536
1894.92,26.5271
1937.99,28.4636
1981.05,24.0799
2024.12,29.9542
2067.19,30.6906
2110.25,17.7469
2153.32,28.0212
2196.39,21.0106
2239.45,24.6198
2282.52,20.5659
2325.59,23.2748
2368.65,7.69372
2411.72,18.3879
2454.79,29.6233
2497.85,29.1178
2540.92,26.5744
2583.98,32.3305
2627.05,24.7324
2670.12,22.5223
2713.18,28.3254
2756.25,23.5837
2799.32,25.9982
2842.38,25.1947
2885.45,30.9795
2928.52,27.6861
2971.58,19.9033
3014.65,28.6673
3057.71,28.2936
3100.78,22.5258
3143.85,23.0089
3186.91,29.7418
3229.98,21.8844
3273.05,25.5776
3316.11,26.491
3359.18,18.1742
3402.25,22.0073
3445.31,22.825
3488.38,23.3526
3531.45,26.033
3574.51,21.8744
3617.58,22.2268
3660.64,21.0644
3703.71,21.9597
3746.78,26.2827
3789.84,16.0042
3832.91,24.9028
3875.98,18.3284
3919.04,24.5313
3962.11,24.5301
4005.18,22.2264
4048.24,24.2308
4091.31,21.0065
4134.38,27.5492
4177.44,30.2172
4220.51,28.9279
4263.57,27.4114
4306.64,26.8159
4349.71,29.3519
4392.77,27.3687
4435.84,19.3337
4478.91,19.257
4521.97,26.829
4565.04,27.9721
4608.11,28.3095
4651.17,27.0187
4694.24,27.6215
4737.3,21.7011
4780.37,18.5051
4823.44,24.4276
4866.5,27.1274
4909.57,26.1658
4952.64,22.4906
4995.7,21.9038
5038.77,21.8677
5081.84,29.9232
5124.9,26.6241
5167.97,2.88366
5211.04,21.8484
5254.1,21.8915
5297.17,28.0284
5340.23,26.1816
5383.3,24.1673
5426.37,22.6957
5469.43,24.9256
5512.5,28.4566
5555.57,31.8962
5598.63,22.4224
5641.7,20.8812
5684.77,19.6645
5727.83,24.0897
5770.9,-12.7137
5813.96,27.2244
5857.03,22.6665
5900.1,20.1845
5943.16,14.0342
5986.23,20.6735
6029.3,22.7165
6072.36,26.5265
6115.43,27.2622
6158.5,21.7782
6201.56,18.9592
6244.63,18.0315
6287.7,16.547
6330.76,20.442
6373.83,17.7731
6416.89,23.9994
6459.96,13.2724
6503.03,19.7152
6546.09,23.6698
6589.16,26.2241
6632.23,28.6212
6675.29,19.4939
6718.36,24.402
6761.43,25.3777
6804.49,20.3021
6847.56,24.0866
6890.62,10.9589
6933.69,12.0089
6976.76,14.4228
7019.82,15.7214
7062.89,20.7663
7105.96,19.5664
7149.02,7.49383
7192.09,10.3588
7235.16,26.2023
7278.22,27.8305
7321.29,26.0588
7364.36,23.9204
7407.42,20.5987
7450.49,16.1904
7493.55,26.3401
7536.62,24.4498
7579.69,22.2456
7622.75,22.2639
7665.82,10.3892
7708.89,21.9632
7751.95,28.1251
7795.02,25.7526
7838.09,16.684
7881.15,18.8993
7924.22,18.0586
7967.29,26.9791
8010.35,28.7265
8053.42,25.8417
8096.48,20.3871
8139.55,14.8426
8182.62,25.1817
8225.68,27.4565
8268.75,20.1864
8311.82,25.8556
8354.88,29.8867
8397.95,25.3915
8441.02,25.8273
8484.08,25.8888
8527.15,22.9023
8570.21,19.1529
8613.28,27.9495
8656.35,23.5183
8699.41,23.8496
8742.48,28.6824
8785.55,27.941
8828.61,25.9858
8871.68,30.9716
8914.75,26.1007
8957.81,23.1701
9000.88,22.2603
9043.95,18.3648
9087.01,22.7279
9130.08,23.7058
9173.14,16.9464
9216.21,26.5615
9259.28,22.5776
9302.34,19.2087
9345.41,22.4874
9388.48,25.8219
9431.54,20.046
9474.61,16.1711
9517.68,20.1494
9560.74,23.5867
9603.81,9.9489
9646.88,23.8286
9689.94,26.8245
9733.01,31.455
9776.07,29.3985
9819.14,24.2929
9862.21,25.0612
9905.27,18.7539
9948.34,24.898
9991.41,22.3143
10034.5,20.622
10077.5,26.7911
10120.6,24.9104
10163.7,18.4897
10206.7,20.2258
10249.8,18.6529
10292.9,20.9832
10335.9,26.6147
10379,27.8521
10422.1,27.7762
10465.1,14.4134
10508.2,12.8737
10551.3,28.7458
10594.3,20.4178
10637.4,25.8799
10680.5,22.4938
10723.5,29.9683
10766.6,28.7566
10809.7,22.4168
10852.7,21.2539
10895.8,26.9237
10938.9,27.3822
10981.9,20.9433
11025,22.153
