0,4.66402
43.0664,23.6462
86.1328,27.3077
129.199,27.721
172.266,37.6856
215.332,49.2694
258.398,42.3654
301.465,25.8557
344.531,20.0595
387.598,37.2285
430.664,49.2707
473.73,44.3401
516.797,26.2594
559.863,21.3987
602.93,23.4672
645.996,25.8774
689.062,19.888
732.129,33.3847
775.195,33.0477
818.262,17.9391
861.328,24.2417
904.395,20.4491
947.461,12.8135
990.527,11.108
1033.59,31.3399
1076.66,32.1178
1119.73,27.2619
1162.79,7.65445
1205.86,20.4816
1248.93,10.1429
1291.99,18.4971
1335.06,26.3814
1378.12,22.7112
1421.19,24.9133
1464.26,22.441
1507.32,31.8458
1550.39,40.7341
1593.46,49.5445
1636.52,38.698
1679.59,21.9416
1722.66,32.5148
1765.72,28.0416
1808.79,20.7524
1851.86,24.1784
1894.92,18.7255
1937.99,19.1872
1981.05,22.4147
2024.12,24.8334
2067.19,19.6985
2110.25,25.2592
2153.32,24.3712
2196.39,27.5449
2239.45,25.3567
2282.52,20.3474
2325.59,24.708
2368.65,29.8774
2411.72,25.922
2454.79,26.136
2497.85,25.2947
2540.92,25.2481
2583.98,22.6225
2627.05,29.9099
2670.12,26.5706
2713.18,18.212
2756.25,27.0816
2799.32,28.2852
2842.38,26.4493
2885.45,26.1115
2928.52,6.6204
2971.58,16.2719
3014.65,21.8642
3057.71,26.0233
3100.78,13.7426
3143.85,11.7427
3186.91,28.7969
3229.98,28.1799
3273.05,21.4043
3316.11,26.4021
3359.18,25.7599
3402.25,26.2547
3445.31,25.1957
3488.38,19.1653
3531.45,17.1658
3574.51,21.5759
3617.58,22.772
3660.64,24.9586
3703.71,28.9436
3746.78,27.8699
3789.84,23.3984
3832.91,29.3899
3875.98,22.3586
3919.04,22.2414
3962.11,26.3965
4005.18,28.0538
4048.24,22.6507
4091.31,29.9815
4134.38,29.7739
4177.44,25.3752
4220.51,27.0629
4263.57,26.9718
4306.64,29.8018
4349.71,26.4079
4392.77,22.6469
4435.84,29.8859
4478.91,31.0938
4521.97,24.4612
4565.04,23.5525
4608.11,31.3528
4651.17,28.1308
4694.24,30.0631
4737.3,14.6305
4780.37,26.5854
4823.44,25.6268
4866.5,25.5014
4909.57,23.7524
4952.64,24.9218
4995.7,28.2886
5038.77,22.2653
5081.84,26.783
5124.9,24.8892
5167.97,27.6673
5211.04,18.807
5254.1,17.5844
5297.17,24.0821
5340.23,23.9087
5383.3,26.0526
5426.37,32.032
5469.43,27.9482
5512.5,26.2982
5555.57,26.9871
5598.63,22.9722
5641.7,29.8795
5684.77,24.5522
5727.83,22.9762
5770.9,8.22028
5813.96,19.8067
5857.03,19.6491
5900.1,9.40189
5943.16,15.6924
5986.23,26.2387
6029.3,29.0511
6072.36,26.9924
6115.43,18.58
6158.5,22.8481
6201.56,20.7846
6244.63,25.1102
6287.7,24.4159
6330.76,23.6761
6373.83,24.8738
6416.89,25.5965
6459.96,29.0397
6503.03,25.0015
6546.09,21.4003
6589.16,18.8474
6632.23,28.163
6675.29,24.8247
6718.36,16.8401
6761.43,20.3983
6804.49,21.4413
6847.56,25.2125
6890.62,24.288
6933.69,18.339
6976.76,26.7466
7019.82,24.1214
7062.89,28.5358
7105.96,27.5673
7149.02,26.2441
7192.09,22.4567
7235.16,24.4656
7278.22,23.2384
7321.29,26.7416
7364.36,16.5977
7407.42,27.3388
7450.49,20.0082
7493.55,21.1386
7536.62,5.9002
7579.69,29.4964
7622.75,31.6634
7665.82,26.1034
7708.89,26.3039
7751.95,20.3166
7795.02,27.4912
7838.09,26.4384
7881.15,24.3791
7924.22,26.3803
7967.29,30.0388
8010.35,23.5149
8053.42,15.7128
8096.48,23.1429
8139.55,17.776
8182.62,30.0959
8225.68,25.3985
8268.75,27.7654
8311.82,26.7699
8354.88,27.2366
8397.95,25.8793
8441.02,15.5455
8484.08,19.8613
8527.15,21.9592
8570.21,24.2516
8613.28,14.078
8656.35,15.6202
8699.41,26.6621
8742.48,19.6752
8785.55,18.7561
8828.61,19.5239
8871.68,19.5295
8914.75,24.9965
8957.81,24.666
9000.88,26.911
9043.95,19.8573
9087.01,17.801
9130.08,22.2971
9173.14,21.5609
9216.21,4.91728
9259.28,25.5647
9302.34,22.1726
9345.41,26.8285
9388.48,27.1023
9431.54,31.397
9474.61,27.1896
9517.68,21.7398
9560.74,25.2719
9603.81,28.2442
9646.88,30.219
9689.94,27.4966
9733.01,22.8441
9776.07,19.3778
9819.14,15.8775
9862.21,16.877
9905.27,21.7631
9948.34,22.1835
9991.41,27.6162
10034.5,25.5707
10077.5,19.0484
10120.6,24.3069
10163.7,23.793
10206.7,29.1513
10249.8,27.202
10292.9,23.3171
10335.9,21.388
10379,24.3003
10422.1,24.4226
10465.1,21.5582
10508.2,17.5585
10551.3,31.0338
10594.3,23.4347
10637.4,23.363
10680.5,29.3086
10723.5,27.2053
10766.6,19.9459
10809.7,28.9201
10852.7,30.6824
10895.8,20.6449
10938.9,30.3692
10981.9,28.9673
11025,22.2629
